person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,LTI,credit_score
26,210000,RENT,4.0,PERSONAL,C,15000,12.99,0,0.07,N,4,0.07,684.6255907852698
26,30000,MORTGAGE,10.0,VENTURE,A,6500,6.62,0,0.22,N,3,0.22,697.296895970588
25,165000,RENT,3.0,EDUCATION,A,14950,6.62,0,0.09,N,3,0.09,716.6022176535723
22,33996,RENT,1.0,EDUCATION,D,14900,15.37,1,0.44,Y,2,0.44,483.342513173657
24,55000,RENT,4.0,PERSONAL,B,14900,11.83,0,0.27,N,3,0.27,638.5144363069892
22,58900,RENT,2.0,MEDICAL,C,14900,13.57,0,0.25,N,3,0.25,614.8251481951833
21,30000,MORTGAGE,5.0,PERSONAL,A,7600,6.03,0,0.25,N,4,0.25,678.1025911678863
25,31500,RENT,8.0,DEBTCONSOLIDATION,A,14850,8.9,1,0.47,N,4,0.47,558.9767791399344
25,28800,RENT,6.0,MEDICAL,A,14800,7.49,1,0.51,N,3,0.51,563.2295923047686
23,30000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,1000,6.62,1,0.03,N,3,0.03,683.3484334956494
23,30000,MORTGAGE,8.0,VENTURE,A,4375,6.62,0,0.15,N,2,0.15,706.7658551824775
23,30000,MORTGAGE,2.0,DEBTCONSOLIDATION,A,1400,6.03,0,0.05,N,4,0.05,680.7296457238506
25,30000,RENT,2.0,MEDICAL,B,2000,10.38,0,0.07,N,2,0.07,633.7418672518028
26,30000,RENT,9.0,VENTURE,B,2000,11.49,0,0.07,N,3,0.07,668.2245865037073
25,30000,RENT,4.0,MEDICAL,C,2000,14.22,0,0.07,Y,4,0.07,622.941509408129
24,30000,RENT,0.0,MEDICAL,A,2000,8.07,0,0.07,N,4,0.07,650.1689013372927
24,30972,RENT,1.0,VENTURE,D,2000,16.29,1,0.06,N,2,0.06,584.1128901849911
24,31200,RENT,3.0,PERSONAL,C,2000,14.65,0,0.06,Y,2,0.06,634.1127057271059
24,30000,MORTGAGE,8.0,DEBTCONSOLIDATION,B,17000,11.99,1,0.57,N,3,0.57,570.3307708492558
24,32000,RENT,2.0,EDUCATION,B,2000,10.59,1,0.06,N,3,0.06,656.6111123883568
23,32000,RENT,5.0,VENTURE,D,2000,16.49,0,0.06,N,3,0.06,589.8362122383359
26,32000,RENT,5.0,DEBTCONSOLIDATION,B,2000,11.49,0,0.06,N,3,0.06,632.2598831651594
22,32000,RENT,2.0,EDUCATION,B,2000,12.53,1,0.06,N,2,0.06,654.9439182093926
24,32640,RENT,5.0,EDUCATION,B,2000,10.0,1,0.06,N,2,0.06,660.4290123749314
23,30000,MORTGAGE,0.0,VENTURE,B,13000,0.0,0,0.43,N,2,0.43,603.9584055780024
23,33000,RENT,1.0,EDUCATION,A,2000,6.03,0,0.06,N,4,0.06,673.6004522414912
21,33000,RENT,0.0,HOMEIMPROVEMENT,C,2000,12.61,1,0.06,Y,3,0.06,620.7121678601704
22,33000,RENT,1.0,DEBTCONSOLIDATION,A,2000,0.0,0,0.06,N,3,0.06,644.9031116189332
24,40000,RENT,2.0,PERSONAL,B,2000,11.99,0,0.05,N,4,0.05,671.0138156870453
24,40000,RENT,5.0,MEDICAL,B,2000,0.0,0,0.05,N,4,0.05,662.3372426706916
21,40000,RENT,2.0,EDUCATION,C,2000,14.72,0,0.05,N,3,0.05,661.9985653559911
22,50400,RENT,3.0,VENTURE,B,2000,0.0,0,0.04,N,4,0.04,691.1035523892556
25,50450,RENT,3.0,EDUCATION,B,2000,9.88,0,0.04,N,3,0.04,683.5399778799352
24,53000,RENT,3.0,HOMEIMPROVEMENT,B,2000,10.36,0,0.04,N,2,0.04,661.3936637995608
24,53117,RENT,1.0,PERSONAL,C,2000,13.79,0,0.04,N,2,0.04,657.6432131435548
23,55000,RENT,2.0,EDUCATION,A,2000,7.49,0,0.04,N,3,0.04,699.8159520280412
25,30000,OWN,9.0,VENTURE,D,7000,0.0,0,0.23,N,3,0.23,627.0347082964581
24,56496,RENT,5.0,EDUCATION,A,2000,9.32,0,0.04,N,3,0.04,703.2791088151467
25,57000,RENT,8.0,MEDICAL,B,2000,11.36,0,0.04,N,2,0.04,662.803729706372
26,57450,RENT,4.0,MEDICAL,C,2000,13.35,0,0.03,Y,2,0.03,649.0799321221067
25,58020,RENT,9.0,PERSONAL,A,2000,6.91,0,0.03,N,4,0.03,696.8744339320924
23,60000,RENT,0.0,MEDICAL,C,2000,13.06,0,0.03,Y,3,0.03,652.893699080962
22,60000,RENT,6.0,EDUCATION,B,2000,9.63,0,0.03,N,2,0.03,693.7363384767281
22,54000,RENT,7.0,MEDICAL,F,2000,18.3,1,0.04,Y,4,0.04,583.7316046637408
21,30000,OWN,5.0,MEDICAL,A,9000,5.99,0,0.3,N,4,0.3,671.2070584560493
26,61000,RENT,1.0,MEDICAL,A,2000,7.9,0,0.03,N,3,0.03,683.3366480779745
24,62000,RENT,4.0,EDUCATION,C,2000,13.49,0,0.03,N,3,0.03,680.4947166242606
22,62000,RENT,4.0,EDUCATION,C,2000,15.27,0,0.03,N,2,0.03,674.2379813175644
26,62400,RENT,3.0,PERSONAL,B,2000,12.53,0,0.03,N,2,0.03,683.3055151921819
25,30000,MORTGAGE,0.0,EDUCATION,D,10625,16.49,0,0.35,N,4,0.35,524.3150461229488
24,57996,RENT,8.0,MEDICAL,D,2000,15.37,1,0.03,N,4,0.03,585.6616301843794
22,65000,RENT,3.0,DEBTCONSOLIDATION,C,2000,14.27,0,0.03,Y,4,0.03,650.021314551068
26,65000,RENT,3.0,MEDICAL,A,2000,7.51,0,0.03,N,2,0.03,688.2156011160125
26,67000,RENT,6.0,EDUCATION,C,2000,0.0,0,0.03,N,4,0.03,684.9069479066816
23,70000,RENT,4.0,PERSONAL,A,2000,7.66,0,0.03,N,2,0.03,703.0791534266644
23,30000,MORTGAGE,2.0,VENTURE,B,1200,9.67,0,0.04,N,2,0.04,696.6055959426783
22,30000,MORTGAGE,2.0,MEDICAL,B,6000,11.99,0,0.2,N,3,0.2,651.5970198685263
26,70000,RENT,3.0,EDUCATION,C,2000,12.84,0,0.03,Y,2,0.03,680.547000167824
22,30000,MORTGAGE,6.0,VENTURE,B,3000,11.49,0,0.1,N,2,0.1,690.605102772188
24,70000,RENT,0.0,VENTURE,B,2000,8.7,0,0.03,N,3,0.03,695.3508940130284
22,70028,RENT,7.0,VENTURE,B,2000,0.0,0,0.03,N,3,0.03,700.9004875131945
24,75000,RENT,2.0,MEDICAL,B,2000,9.99,0,0.03,N,2,0.03,666.6497678807457
22,75000,RENT,6.0,EDUCATION,C,2000,13.43,0,0.03,N,3,0.03,680.9577945182133
23,30000,OWN,0.0,VENTURE,A,7000,7.49,0,0.23,N,3,0.23,704.8226363253233
23,75000,RENT,3.0,VENTURE,A,2000,5.79,0,0.03,N,3,0.03,717.8419685460009
24,76248,RENT,8.0,EDUCATION,B,2000,0.0,0,0.03,N,3,0.03,696.0211071968357
21,30000,MORTGAGE,6.0,PERSONAL,A,3000,5.99,0,0.1,N,4,0.1,694.9971560243569
26,30000,MORTGAGE,5.0,HOMEIMPROVEMENT,B,2000,11.99,1,0.07,N,2,0.07,668.2289922678775
22,30000,MORTGAGE,5.0,MEDICAL,C,3000,14.79,0,0.1,Y,3,0.1,644.0227730995259
22,30000,MORTGAGE,2.0,EDUCATION,B,13250,10.99,0,0.44,N,3,0.44,597.0357470619816
23,80000,RENT,1.0,VENTURE,B,2000,9.99,0,0.03,N,4,0.02,707.6270405935949
25,80000,RENT,9.0,VENTURE,B,2000,11.49,0,0.03,N,3,0.02,714.2842473951548
23,80004,RENT,0.0,PERSONAL,A,2000,0.0,0,0.02,N,3,0.02,711.5514248259879
25,89100,RENT,9.0,VENTURE,C,2000,13.49,0,0.02,Y,3,0.02,702.9012696819174
23,90000,RENT,0.0,PERSONAL,A,2000,7.88,0,0.02,N,3,0.02,711.5514248259879
21,99996,RENT,5.0,EDUCATION,C,2000,13.57,0,0.02,Y,3,0.02,694.1618383242811
23,100000,RENT,4.0,MEDICAL,B,2000,10.62,0,0.02,N,2,0.02,682.4725994586124
25,101424,RENT,6.0,DEBTCONSOLIDATION,A,2000,7.29,0,0.02,N,4,0.02,697.474412428112
26,108000,RENT,5.0,EDUCATION,D,2000,16.29,0,0.02,N,4,0.02,629.1910343799126
23,30000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,3800,5.79,0,0.13,N,3,0.13,675.2983667484838
22,30000,OWN,0.0,EDUCATION,B,5125,10.0,0,0.17,N,3,0.17,682.2261865786801
25,130000,RENT,3.0,HOMEIMPROVEMENT,A,2000,6.99,0,0.02,N,4,0.02,706.605750505097
22,25000,RENT,1.0,VENTURE,B,2050,10.59,0,0.08,N,2,0.08,654.3167168825454
23,30000,MORTGAGE,6.0,PERSONAL,C,2400,0.0,0,0.08,N,4,0.08,668.3561797845192
23,10000,RENT,1.0,VENTURE,B,2100,12.21,1,0.21,N,3,0.21,609.3894638693432
23,12000,RENT,0.0,MEDICAL,A,2100,8.94,1,0.17,N,2,0.18,605.0243093114901
22,14400,RENT,0.0,HOMEIMPROVEMENT,D,2100,14.83,1,0.15,N,3,0.15,518.7232327203718
24,15000,RENT,0.0,EDUCATION,C,2100,13.11,0,0.14,Y,4,0.14,604.6620753969826
22,21600,RENT,3.0,MEDICAL,B,2100,9.99,0,0.1,N,4,0.1,603.1279796305179
22,30000,OWN,0.0,EDUCATION,A,12000,7.66,0,0.4,N,2,0.4,628.520424066575
25,23000,RENT,0.0,EDUCATION,C,2100,13.48,0,0.09,Y,4,0.09,636.3926986333576
22,24000,RENT,0.0,PERSONAL,B,2100,12.21,0,0.09,N,2,0.09,638.4151793368924
22,30000,MORTGAGE,6.0,VENTURE,A,2000,5.42,0,0.07,N,2,0.07,716.2223160989088
23,33600,RENT,0.0,DEBTCONSOLIDATION,B,2100,0.0,0,0.06,N,3,0.06,628.027024444822
22,34560,RENT,1.0,MEDICAL,E,2100,17.04,1,0.06,N,3,0.06,553.6982048906162
25,30000,MORTGAGE,0.0,HOMEIMPROVEMENT,A,8000,6.92,0,0.27,N,3,0.27,652.750488520885
22,40000,RENT,0.0,DEBTCONSOLIDATION,A,2100,6.39,0,0.05,N,2,0.05,667.9828214899262
25,44400,RENT,4.0,PERSONAL,D,2100,17.27,0,0.05,N,4,0.05,597.1615573433922
22,30000,OWN,6.0,EDUCATION,A,2500,7.29,0,0.08,N,3,0.08,717.65346502633
23,45000,RENT,0.0,VENTURE,B,2100,11.48,0,0.05,N,4,0.05,684.3346995779766
22,52800,RENT,1.0,PERSONAL,A,2100,6.76,0,0.04,N,2,0.04,689.2210863581089
22,60000,RENT,5.0,DEBTCONSOLIDATION,C,2100,14.65,0,0.04,N,2,0.04,647.4757872306053
22,60000,RENT,5.0,VENTURE,C,2100,13.43,0,0.04,N,2,0.04,687.7672003552108
25,30000,OWN,9.0,VENTURE,A,10000,0.0,0,0.33,N,2,0.33,650.1013718549902
24,54000,RENT,8.0,HOMEIMPROVEMENT,E,2100,17.14,1,0.04,N,4,0.04,586.384561240559
22,30000,MORTGAGE,0.0,EDUCATION,A,7000,7.29,0,0.23,N,3,0.23,682.5742964478682
25,80000,RENT,9.0,PERSONAL,A,2100,0.0,0,0.03,N,4,0.03,718.6763006473236
23,87000,RENT,4.0,EDUCATION,C,2100,0.0,0,0.02,N,2,0.02,696.8595959544105
24,79050,RENT,2.0,MEDICAL,B,2100,9.91,1,0.02,N,4,0.03,666.6497678807457
26,110000,RENT,0.0,DEBTCONSOLIDATION,A,2100,7.12,0,0.02,N,2,0.02,696.1112694205553
23,30000,MORTGAGE,6.0,EDUCATION,A,10000,7.66,0,0.33,N,3,0.33,627.3950750985429
26,43000,RENT,0.0,PERSONAL,A,2125,8.9,0,0.05,N,3,0.05,688.4242931742398
22,17772,RENT,0.0,MEDICAL,A,2150,0.0,0,0.12,N,4,0.12,617.290969143678
26,57600,RENT,10.0,DEBTCONSOLIDATION,D,2150,15.62,1,0.04,Y,3,0.04,580.621852562762
22,28800,RENT,2.0,VENTURE,A,14000,7.9,1,0.49,N,2,0.49,591.5600013315166
21,30000,MORTGAGE,5.0,VENTURE,B,6400,0.0,0,0.21,N,3,0.21,677.9100279796272
21,30000,RENT,3.0,MEDICAL,B,14000,10.65,1,0.47,N,2,0.47,545.960119409328
24,30000,RENT,2.0,DEBTCONSOLIDATION,A,14000,7.9,1,0.47,N,2,0.47,557.5253235136073
24,30000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,3075,0.0,0,0.1,N,4,0.1,669.7944087042637
22,30000,RENT,6.0,VENTURE,A,14000,6.99,1,0.47,N,4,0.47,595.7326445175601
23,30000,RENT,1.0,MEDICAL,B,14000,11.26,1,0.47,N,3,0.47,542.171943891582
22,32000,RENT,0.0,DEBTCONSOLIDATION,C,14000,13.49,1,0.44,N,2,0.44,524.4932016725647
22,30000,MORTGAGE,6.0,PERSONAL,C,2000,12.61,0,0.07,N,4,0.07,671.6611275676247
22,32000,RENT,7.0,EDUCATION,C,14000,12.23,1,0.44,N,3,0.44,559.1248652686147
26,32400,RENT,10.0,EDUCATION,A,14000,7.51,1,0.43,N,4,0.43,590.9055477447646
24,32500,RENT,4.0,MEDICAL,C,14000,14.17,1,0.43,N,2,0.43,533.2770081146787
22,34000,RENT,6.0,DEBTCONSOLIDATION,B,14000,10.62,1,0.41,N,4,0.41,542.0671704589229
24,30000,MORTGAGE,0.0,HOMEIMPROVEMENT,A,8000,6.17,0,0.27,N,2,0.27,652.750488520885
22,37000,RENT,6.0,PERSONAL,A,14000,6.92,1,0.38,N,2,0.38,593.9880263288462
26,37000,RENT,0.0,PERSONAL,B,14000,9.88,1,0.38,N,4,0.38,569.9506976518078
23,37148,RENT,4.0,EDUCATION,D,14000,14.42,1,0.38,N,3,0.38,507.88401735707674
21,37947,RENT,5.0,PERSONAL,A,14000,7.9,1,0.37,N,2,0.37,599.6917384780601
22,39000,RENT,4.0,MEDICAL,B,14000,10.37,1,0.36,N,3,0.36,565.0367716886334
26,39900,RENT,1.0,DEBTCONSOLIDATION,B,14000,10.37,1,0.35,N,3,0.35,556.2088185492701
22,40000,RENT,6.0,EDUCATION,B,14000,0.0,1,0.35,N,4,0.35,598.5045001122294
24,40000,RENT,4.0,MEDICAL,A,14000,6.03,1,0.35,N,2,0.35,592.5767360084816
22,40000,RENT,6.0,EDUCATION,C,14000,13.11,1,0.35,Y,3,0.35,585.3712129542456
24,34000,RENT,0.0,VENTURE,D,14000,14.61,1,0.41,Y,2,0.41,496.94345385670715
24,30000,OWN,7.0,HOMEIMPROVEMENT,C,10000,12.61,0,0.33,N,3,0.33,590.153287325855
21,30000,MORTGAGE,0.0,EDUCATION,D,2000,14.46,0,0.07,Y,4,0.07,609.8876852802351
23,30000,MORTGAGE,0.0,DEBTCONSOLIDATION,C,1000,13.72,0,0.03,N,4,0.03,646.3027535535276
22,30000,MORTGAGE,3.0,EDUCATION,A,5000,6.91,0,0.17,N,3,0.17,691.149821185695
24,34400,RENT,8.0,DEBTCONSOLIDATION,D,14000,16.0,1,0.41,Y,3,0.41,466.59499000596855
24,30000,OWN,7.0,HOMEIMPROVEMENT,A,15250,6.54,0,0.51,N,3,0.51,609.480593368481
22,41000,RENT,5.0,VENTURE,A,14000,0.0,1,0.34,N,3,0.34,622.7184648759858
22,41340,RENT,6.0,VENTURE,D,14000,17.49,1,0.34,N,3,0.34,526.421496982488
21,12000,RENT,0.0,DEBTCONSOLIDATION,C,2200,0.0,1,0.18,N,3,0.18,572.1739464642943
21,15000,RENT,4.0,EDUCATION,D,2200,0.0,0,0.15,Y,4,0.15,554.2828557174457
25,15000,RENT,0.0,VENTURE,A,2200,7.88,0,0.15,N,2,0.15,642.0093273187227
21,16200,RENT,2.0,MEDICAL,D,2200,16.49,1,0.14,N,2,0.14,517.410658765796
24,22000,RENT,0.0,MEDICAL,A,2200,0.0,0,0.1,N,3,0.1,618.0270034645011
23,24000,RENT,3.0,EDUCATION,C,2200,15.23,0,0.09,Y,4,0.09,635.6037700542291
23,26004,RENT,8.0,DEBTCONSOLIDATION,B,2200,9.91,1,0.08,N,2,0.08,627.1993523177964
25,27500,RENT,4.0,MEDICAL,B,2200,12.53,0,0.08,N,4,0.08,628.9671502102449
22,27996,RENT,0.0,HOMEIMPROVEMENT,D,2200,15.95,1,0.08,Y,2,0.08,547.7512284234048
21,35360,RENT,1.0,EDUCATION,A,2200,7.49,0,0.06,N,2,0.06,685.8826148512907
25,38400,RENT,5.0,DEBTCONSOLIDATION,B,2200,12.69,0,0.06,N,3,0.06,644.5547431456779
23,30000,MORTGAGE,2.0,EDUCATION,E,12000,16.45,0,0.4,Y,3,0.4,520.3695754092118
23,39000,RENT,7.0,DEBTCONSOLIDATION,B,2200,10.99,0,0.06,N,4,0.06,645.4859030038189
23,39270,RENT,6.0,VENTURE,C,2200,11.72,0,0.06,N,2,0.06,670.024057057049
24,30000,MORTGAGE,3.0,DEBTCONSOLIDATION,C,4500,14.72,0,0.15,Y,4,0.15,633.5434925585381
26,30000,OWN,0.0,PERSONAL,B,5000,10.38,0,0.17,N,4,0.17,675.0610951607277
22,46080,RENT,1.0,VENTURE,B,2200,11.99,0,0.05,N,2,0.05,683.1351744187883
22,55000,RENT,3.0,MEDICAL,A,2200,5.79,0,0.04,N,4,0.04,678.8294603424628
23,30000,MORTGAGE,2.0,VENTURE,A,8000,7.88,0,0.27,N,2,0.27,683.8191930732028
25,30000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,9000,7.51,0,0.3,N,4,0.3,650.9490196772815
23,75000,RENT,0.0,VENTURE,A,2200,7.9,0,0.03,N,4,0.03,712.7554529397872
21,52500,RENT,0.0,DEBTCONSOLIDATION,A,2225,7.66,0,0.04,N,3,0.04,669.0056267705374
25,30000,MORTGAGE,0.0,HOMEIMPROVEMENT,C,6000,14.35,0,0.2,Y,2,0.2,638.455014853252
23,16000,RENT,6.0,DEBTCONSOLIDATION,C,2250,13.49,0,0.14,N,4,0.14,582.631653716768
24,29140,RENT,1.0,VENTURE,C,2250,12.73,0,0.08,N,4,0.08,643.4096670385305
26,42000,RENT,4.0,DEBTCONSOLIDATION,B,2250,10.38,0,0.05,N,4,0.05,654.6081498411525
23,14000,RENT,2.0,EDUCATION,D,2300,15.33,1,0.16,N,2,0.16,541.0159382231733
25,25920,RENT,0.0,PERSONAL,B,2300,11.11,0,0.09,N,4,0.09,640.0823735158566
22,30000,OWN,0.0,VENTURE,C,7000,13.98,0,0.23,Y,2,0.23,671.7726944691229
26,30000,RENT,1.0,MEDICAL,B,2300,10.99,0,0.08,N,2,0.08,625.4263837733803
21,34416,RENT,5.0,EDUCATION,A,2300,6.76,0,0.07,N,2,0.07,678.5877399740128
26,36400,RENT,4.0,EDUCATION,A,2300,7.4,0,0.06,N,2,0.06,691.1951425542462
25,62400,RENT,7.0,MEDICAL,B,2300,11.71,0,0.04,N,3,0.04,670.2075614157197
22,30000,OWN,4.0,PERSONAL,B,5000,11.12,0,0.17,N,2,0.17,679.0045497030858
23,78000,RENT,5.0,EDUCATION,D,2300,17.58,0,0.03,Y,2,0.03,615.9347070302813
23,30000,MORTGAGE,6.0,VENTURE,B,5000,10.38,0,0.17,N,4,0.17,680.9996116383867
22,30000,MORTGAGE,6.0,DEBTCONSOLIDATION,C,5000,13.23,0,0.17,N,4,0.17,633.8497810139933
26,14400,RENT,0.0,MEDICAL,B,2350,9.91,1,0.16,N,4,0.16,593.4881979688298
25,44400,RENT,6.0,EDUCATION,C,2350,13.98,0,0.05,Y,3,0.05,670.2971391986273
24,12000,RENT,4.0,MEDICAL,A,2400,6.92,1,0.2,N,2,0.2,612.596938799178
26,30000,MORTGAGE,0.0,EDUCATION,A,4000,7.14,0,0.13,N,3,0.13,698.5801841870375
23,13000,RENT,0.0,PERSONAL,E,2400,16.82,1,0.18,N,3,0.18,523.9979204716766
24,13288,RENT,5.0,VENTURE,D,2400,17.27,1,0.18,N,2,0.18,544.6916202125333
24,30000,MORTGAGE,8.0,HOMEIMPROVEMENT,C,5000,13.48,1,0.17,Y,2,0.17,641.5947987559923
25,30000,MORTGAGE,6.0,PERSONAL,A,4000,7.14,0,0.13,N,2,0.13,696.5053759826556
25,15648,RENT,0.0,EDUCATION,B,2400,11.71,0,0.15,N,4,0.15,616.04505311022
26,16428,RENT,0.0,PERSONAL,C,2400,12.23,0,0.15,N,4,0.15,597.500422331002
24,16800,RENT,3.0,MEDICAL,C,2400,13.98,1,0.14,Y,4,0.14,584.7485412165386
26,30000,MORTGAGE,3.0,HOMEIMPROVEMENT,B,15000,10.62,0,0.5,N,2,0.5,574.7361030577296
23,30000,MORTGAGE,3.0,PERSONAL,B,4500,10.62,0,0.15,N,3,0.15,670.715174728645
26,18000,RENT,1.0,VENTURE,C,2400,13.06,1,0.13,Y,2,0.13,617.427654465049
24,30000,MORTGAGE,9.0,DEBTCONSOLIDATION,C,2400,13.11,0,0.08,Y,2,0.08,646.3814384408569
22,30000,MORTGAGE,6.0,VENTURE,C,3200,13.48,0,0.11,N,4,0.11,679.2221250589506
21,18000,RENT,0.0,VENTURE,C,2400,14.72,0,0.13,N,2,0.13,610.911073046614
22,18000,RENT,0.0,DEBTCONSOLIDATION,C,2400,13.61,0,0.13,Y,3,0.13,581.6610618937545
22,30000,MORTGAGE,6.0,EDUCATION,C,13750,14.22,0,0.46,N,4,0.46,587.4345014330837
24,20000,RENT,0.0,DEBTCONSOLIDATION,D,2400,15.62,1,0.12,N,2,0.12,516.6379744058225
22,30000,MORTGAGE,1.0,PERSONAL,B,5500,10.99,0,0.18,N,3,0.18,663.0524796326381
22,21600,RENT,1.0,HOMEIMPROVEMENT,D,2400,16.29,1,0.11,N,4,0.11,521.9244948745353
23,21600,RENT,1.0,DEBTCONSOLIDATION,C,2400,15.23,1,0.11,N,4,0.11,577.0839577968801
22,21996,RENT,6.0,DEBTCONSOLIDATION,C,2400,12.53,0,0.11,N,4,0.11,588.3314191880697
22,30000,MORTGAGE,3.0,MEDICAL,B,1750,10.99,0,0.06,N,4,0.06,666.4497909906768
23,22790,RENT,7.0,VENTURE,A,2400,8.94,0,0.11,N,4,0.11,653.281795860104
25,22800,RENT,1.0,MEDICAL,B,2400,10.36,0,0.11,N,4,0.11,599.339804112772
22,30000,MORTGAGE,0.0,VENTURE,B,5000,11.48,0,0.17,N,4,0.17,674.0725862444428
23,23000,RENT,5.0,EDUCATION,A,2400,5.99,0,0.1,N,3,0.1,672.8614293396205
21,24000,RENT,6.0,VENTURE,D,2400,16.29,0,0.1,N,3,0.1,582.6378329622971
26,25000,RENT,0.0,PERSONAL,D,2400,15.28,1,0.1,Y,3,0.1,562.7324510858269
23,30000,OWN,0.0,PERSONAL,B,3000,11.14,0,0.1,N,3,0.1,685.6104435233893
24,25000,RENT,0.0,VENTURE,C,2400,13.8,0,0.1,Y,4,0.1,641.4260430197205
22,25000,RENT,0.0,EDUCATION,C,2400,13.61,0,0.1,N,4,0.1,635.6566643125344
21,26000,RENT,1.0,PERSONAL,B,2400,11.58,1,0.09,N,4,0.09,639.2937953116085
21,26400,RENT,0.0,EDUCATION,C,2400,14.79,0,0.09,Y,2,0.09,630.1359633266613
22,26400,RENT,0.0,HOMEIMPROVEMENT,C,2400,13.92,1,0.09,N,3,0.09,611.7342887815254
22,27259,RENT,1.0,EDUCATION,B,2400,10.59,0,0.09,N,2,0.09,647.5073110455478
25,28000,RENT,8.0,EDUCATION,B,2400,11.49,0,0.09,N,3,0.09,654.9005521679309
24,28800,RENT,0.0,HOMEIMPROVEMENT,C,2400,14.26,1,0.08,Y,4,0.08,612.4703231023485
21,30000,RENT,1.0,HOMEIMPROVEMENT,D,2400,17.19,1,0.08,Y,2,0.08,547.9587909915803
21,30000,RENT,1.0,VENTURE,D,2400,16.49,1,0.08,Y,2,0.08,576.9145109089524
24,30000,RENT,2.0,MEDICAL,C,2400,13.72,0,0.08,Y,4,0.08,613.8603766811148
25,30720,RENT,4.0,MEDICAL,A,2400,7.9,0,0.08,N,3,0.08,648.4383287888217
23,30000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,6500,7.74,0,0.22,N,4,0.22,655.3490244669564
23,30720,RENT,2.0,PERSONAL,C,2400,13.98,1,0.08,Y,4,0.08,628.7762125353299
22,32000,RENT,0.0,MEDICAL,B,2400,11.99,0,0.07,N,3,0.08,614.9048099286591
22,32400,RENT,3.0,VENTURE,D,2400,16.77,0,0.07,Y,3,0.07,587.901065702737
22,32995,RENT,3.0,DEBTCONSOLIDATION,B,2400,11.48,0,0.07,N,4,0.07,630.2724530859972
26,30000,OWN,0.0,PERSONAL,C,15000,13.22,0,0.5,N,2,0.5,587.257051003817
22,35000,RENT,1.0,EDUCATION,C,2400,0.0,0,0.07,Y,2,0.07,658.5056042906299
25,35000,RENT,3.0,VENTURE,B,2400,12.53,0,0.07,N,3,0.07,678.1263430696346
23,30000,MORTGAGE,7.0,EDUCATION,A,12000,8.94,0,0.4,N,4,0.4,620.1297000898151
21,37800,RENT,1.0,PERSONAL,C,2400,14.26,0,0.06,Y,3,0.06,645.6152980335746
23,40000,RENT,3.0,DEBTCONSOLIDATION,A,2400,8.9,0,0.06,N,3,0.06,670.7359775885992
25,40000,RENT,9.0,EDUCATION,A,2400,5.42,0,0.06,N,3,0.06,701.4451305043945
24,30000,MORTGAGE,0.0,VENTURE,C,6000,13.22,0,0.2,N,3,0.2,669.1867962212585
25,30000,MORTGAGE,2.0,PERSONAL,A,11500,8.59,0,0.38,N,4,0.38,608.3583908209017
22,40000,RENT,1.0,EDUCATION,C,2400,12.73,0,0.06,Y,2,0.06,663.2539368456682
23,30000,MORTGAGE,5.0,MEDICAL,A,1000,7.4,0,0.03,N,2,0.03,689.639606875606
21,34000,RENT,5.0,HOMEIMPROVEMENT,B,2400,10.83,1,0.07,N,4,0.07,637.5466639737338
24,41300,RENT,2.0,EDUCATION,C,2400,12.68,0,0.06,N,2,0.06,666.6348659060566
22,41600,RENT,0.0,EDUCATION,C,2400,12.22,0,0.06,Y,2,0.06,663.7858469502877
24,30000,MORTGAGE,0.0,DEBTCONSOLIDATION,C,6000,13.57,0,0.2,N,2,0.2,634.4160840825261
26,30000,MORTGAGE,0.0,VENTURE,A,3500,8.0,0,0.12,N,4,0.12,705.034846824566
25,30000,MORTGAGE,9.0,VENTURE,A,3000,0.0,0,0.1,N,4,0.1,711.6899966643319
22,30000,MORTGAGE,4.0,EDUCATION,B,5000,11.89,1,0.17,N,4,0.17,671.9949528141898
26,30000,MORTGAGE,0.0,VENTURE,C,4000,13.16,0,0.13,Y,4,0.13,674.8517439392924
25,30000,MORTGAGE,9.0,VENTURE,A,8000,9.32,0,0.27,N,4,0.27,688.4763410601238
21,30000,MORTGAGE,0.0,PERSONAL,A,4750,9.63,1,0.16,N,2,0.16,683.7873867215131
22,43000,RENT,5.0,VENTURE,B,2400,10.99,0,0.06,N,4,0.06,687.4297489008485
22,37080,RENT,6.0,PERSONAL,B,2400,10.65,1,0.06,N,3,0.06,664.7577657023918
25,44000,RENT,5.0,MEDICAL,A,2400,7.66,0,0.05,N,4,0.05,679.7418015974505
23,44004,RENT,3.0,EDUCATION,D,2400,14.09,0,0.05,Y,4,0.05,611.5622336943115
24,30000,MORTGAGE,2.0,EDUCATION,A,1000,8.0,0,0.03,N,2,0.03,708.3362088261165
22,45000,RENT,3.0,MEDICAL,B,2400,12.18,0,0.05,N,4,0.05,657.9807332838058
26,46000,RENT,0.0,DEBTCONSOLIDATION,B,2400,9.91,0,0.05,N,4,0.05,649.8763774344079
